Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel
T02003135,O0103135,C01153,Emily White,26.0,Female,Small Business,2022-03-09,13:18:32,Retail Store
T02015180,O0115180,C03059,Thomas Hall,37.0,Male,New Customer,2022-11-12,08:03:31,Online
T02006663,O0106663,C01687,Emily Jackson,46.0,Male,Corporate,2023-12-27,15:09:18,B2B Portal
T02008647,O0108647,C05411,Lucas Nelson,53.0,Male,Consumer,2023-09-18,18:28:58,Online
T02001531,O0101531,C04720,George King,52.0,Female,New Customer,2022-09-01,16:37:36,Retail Store
T02017341,O0117341,C03553,Theo Walker,42.0,Male,Small Business,2023-02-20,11:20:19,Retail Store
T02017170,O0108585,C03259,James Anderson,30.0,Female,Consumer,2023-05-11,17:31:56,Online
T02002424,O0102424,C00954,Michael Allen,45.0,Female,Consumer,2025-01-20,19:29:15,Online
T02016288,O0116288,C03005,Evelyn Brown,23.0,Male,New Customer,2022-06-15,13:47:42,Online
T02005507,O0105507,C01034,George Moore,35.0,Male,Corporate,2024-09-19,17:12:02,Online
T02007393,O0107393,C01960,Emily Martin,48.0,Non-binary,Consumer,2025-12-20,13:11:08,Retail Store
T02006948,O0106948,C04204,Mia Davis,45.0,Male,Consumer,2023-05-25,10:36:40,Online
T02011246,O0111246,C01485,George Miller,25.0,Female,New Customer,2022-08-29,13:43:38,Retail Store
T02017570,O0117570,C00712,Lily Miller,35.0,Male,Corporate,2023-07-08,09:59:05,Online
T02005437,O0105437,C01272,Maya Adams,53.0,Male,Consumer,2025-10-24,19:00:43,Online
T02013336,O0106668,C04427,Chloe Johnson,49.0,Female,Small Business,2024-08-17,02:44:56,Retail Store
T02009612,O0104806,C04271,Emily Nelson,46.0,Female,Consumer,2022-11-01,15:02:38,Online
T02006705,O0106705,C03485,Theo Jackson,28.0,Female,Consumer,2023-04-04,10:55:22,Phone Order
T02000606,O0100606,C01419,George Miller,40.0,Female,Consumer,2024-11-17,15:02:52,Retail Store
T02004191,O0104191,C05515,Samuel Davis,45.0,Female,Small Business,2024-04-07,20:36:09,Online
T02004074,O0104074,C02591,George Anderson,37.0,Female,Small Business,2023-10-16,11:26:27,Retail Store
T02008418,O0104209,C00633,Noah King,43.0,Male,Returning Customer,2024-07-17,12:49:03,B2B Portal
T02004386,O0102193,C03574,Liam Johnson,42.0,Female,Consumer,2023-12-08,10:25:09,Retail Store
T02010202,O0110202,C04852,Daniel Walker,36.0,Male,Premium,2024-12-11,13:28:29,Retail Store
T02005143,O0105143,C03521,Daniel Anderson,46.0,Female,New Customer,2022-12-30,22:47:18,Online
T02000469,O0100469,C03658,Freya Johnson,49.0,Male,Corporate,2022-03-06,21:39:16,Online
T02009626,O0109626,C03464,Amelia Miller,47.0,Male,Small Business,2022-11-03,17:54:11,Online
T02004940,O0104940,C03402,Leo Smith,20.0,Male,Small Business,2024-09-30,11:42:37,B2B Portal
T02015801,O0115801,C00705,Noah Taylor,35.0,Male,Consumer,2022-07-31,19:06:37,Online
T02011762,O0111762,C01333,Evelyn Anderson,73.0,Male,Consumer,2023-10-23,03:27:33,B2B Portal
T02016480,O0108240,C01417,Nora Miller,40.0,Female,Small Business,2025-07-12,17:05:55,Retail Store
T02008705,O0108705,C02243,Maya Johnson,42.0,Male,New Customer,2022-06-19,17:55:18,Retail Store
T02011983,O0111983,C01070,Freya Wilson,29.0,Male,Returning Customer,2024-04-27,19:45:22,Online
T02016347,O0116347,C00267,Jack Miller,52.0,Female,New Customer,2022-03-24,23:10:57,Online
T02007885,O0103942,C03075,Ella Allen,34.0,Female,Consumer,2023-06-05,20:08:46,Online
T02009269,O0109269,C03155,Amelia Baker,32.0,Male,Consumer,2025-04-25,17:13:44,B2B Portal
T02016956,O0116956,C05479,Charlotte Brown,31.0,Female,Consumer,2025-07-20,17:04:05,Online
T02001830,O0101830,C05124,Ava Brown,26.0,Female,Consumer,2025-08-09,21:50:00,Online
T02017527,O0117527,C02129,Leo Clark,,male,New Customer,2022-03-06,12:11:26,Retail Store
T02012007,O0112007,C03873,Ella Smith,38.0,Male,Returning Customer,2022-11-02,13:48:30,B2B Portal
T02009082,O0109082,C01571,Oscar Hall,48.0,Female,Returning Customer,2024-08-17,12:59:04,Retail Store
T02006536,O0106536,C05165,Chloe Scott,33.0,Female,New Customer,2022-12-05,17:22:39,Online
T02017633,O0117633,C03739,Grace Hall,38.0,Female,Consumer,2025-06-22,21:20:57,Online
T02008347,O0108347,C00515,Max Allen,,Male,Consumer,2022-05-23,13:03:11,B2B Portal
T02007133,O0107133,C03653,Leo Lewis,18.0,Female,Corporate,2025-01-03,15:57:52,B2B Portal
T02013964,O0113964,C02526,Thomas Miller,36.0,Female,Small Business,2025-12-01,16:45:49,B2B Portal
T02013779,O0106889,C02379,Thomas Jones,48.0,Male,Returning Customer,2025-01-28,16:19:25,Online
T02012119,O0106059,C01851,Henry Jackson,43.0,Female,Consumer,2023-09-05,13:38:25,Retail Store
T02006221,O0103110,C05259,Theo Jackson,45.0,Male,Consumer,2024-08-28,12:19:47,B2B Portal
T02008968,O0104484,C01120,Chloe White,64.0,Male,Corporate,2023-02-18,14:29:30,B2B Portal
T02007075,O0107075,C00328,Sophie White,46.0,Female,Corporate,2023-03-09,13:28:50,Retail Store
T02013197,O0113197,C00292,Ella Jones,45.0,male,Consumer,2023-12-22,23:38:35,Online
T02003582,O0103582,C03276,David Martin,28.0,Male,Consumer,2025-04-12,18:18:24,B2B Portal
T02004262,O0102131,C01409,Isla Thomas,44.0,Female,Small Business,2025-02-27,15:46:16,B2B Portal
T02009913,O0109913,C00218,Sophie Baker,52.0,Female,Consumer,2024-11-04,10:21:24,Online
T02001466,O0101466,C01580,Thomas Moore,52.0,Non-binary,Consumer,2025-11-18,14:46:53,Phone Order
T02005964,O0102982,C01640,Lily Jackson,29.0,Male,Corporate,2022-03-07,16:23:55,Online
T02012745,O0112745,C03344,Benjamin Taylor,38.0,Male,Small Business,2023-06-05,20:31:46,Online
T02004396,O0104396,C02511,Samuel Johnson,43.0,Male,Consumer,2024-06-08,12:44:56,B2B Portal
T02007310,O0103655,C04838,William Clark,49.0,Female,Consumer,2025-11-16,13:47:05,Retail Store
T02006009,O0106009,C00574,Ella Nelson,18.0,Male,Consumer,2023-03-30,16:15:49,Retail Store
T02017618,O0108809,C00057,Grace Jackson,42.0,Female,Small Business,2023-11-02,07:57:42,Online
T02001477,O0100738,C04269,William Williams,53.0,Female,Returning Customer,2023-07-10,14:51:42,Online
T02008455,O0104227,C01769,Leo King,26.0,Male,Small Business,2022-02-22,13:16:39,Retail Store
T02007917,O0107917,C03680,Henry Hall,38.0,Female,Premium,2022-12-23,08:30:04,B2B Portal
T02001030,O0101030,C03776,Nora Wright,37.0,Male,Returning Customer,2022-01-24,10:50:33,Retail Store
T02008378,O0108378,C04781,Sophie Green,45.0,Female,Small Business,2025-05-29,14:52:01,Retail Store
T02015941,O0115941,C02196,Sophie Allen,18.0,Female,Small Business,2022-04-03,11:50:43,Retail Store
T02015836,O0115836,C04307,Sophie Jackson,45.0,Male,Consumer,2023-11-14,15:38:54,Online
T02006783,O0106783,C01599,Samuel Clark,30.0,Male,Small Business,2025-01-10,22:54:20,Online
T02007926,O0107926,C03150,Alexander Martin,41.0,Female,Small Business,2025-11-20,18:18:18,Retail Store
T02004917,O0104917,C02683,Ava Young,38.0,Female,Consumer,2025-04-22,13:16:51,Online
T02015798,O0115798,C02056,Alexander Jackson,46.0,Male,Returning Customer,2024-11-24,10:34:42,B2B Portal
T02017966,O0117966,C01309,Jack Smith,18.0,Female,Corporate,2022-08-11,13:13:36,Retail Store
T02009520,O0109520,C00854,Ella Walker,21.0,Non-binary,Consumer,2025-11-11,15:41:35,Online
T02006681,O0106681,C03625,Grace Miller,33.0,Female,Consumer,2023-09-06,16:18:12,Online
T02005604,O0105604,C05025,Emily White,26.0,Male,Consumer,2025-07-27,13:10:04,Retail Store
T02012639,O0112639,C04091,Theo Clark,47.0,Male,Returning Customer,2024-10-11,13:36:01,Phone Order
T02016422,O0108211,C04092,Max Davis,38.0,Male,Consumer,2024-06-18,14:19:24,Phone Order
T02009168,O0104584,C05432,Leo Walker,37.0,Female,Consumer,2025-10-25,19:35:19,Retail Store
T02002755,O0101377,C00342,Grace Scott,56.0,Female,Returning Customer,2024-10-16,03:19:05,Online
T02005930,O0102965,C01004,Noah Scott,32.0,Female,New Customer,2022-04-27,13:24:09,Phone Order
T02017057,O0117057,C04986,Lucas Lewis,33.0,Female,Consumer,2023-03-31,09:04:16,Phone Order
T02008167,O0108167,C02413,Noah Davis,46.0,Male,Consumer,2022-04-18,21:13:58,Online
T02011612,O0111612,C00878,Grace King,48.0,Female,Consumer,2025-08-17,19:43:14,Online
T02000882,O0100882,C04371,David Green,38.0,Male,Consumer,2024-10-09,13:53:54,Online
T02015057,O0115057,C05263,Henry Williams,28.0,Female,Returning Customer,2023-05-02,12:51:56,Retail Store
T02009519,O0109519,C03094,Chloe Miller,39.0,Female,Consumer,2023-12-31,16:54:41,Retail Store
T02009146,O0104573,C03238,Isla Wright,47.0,Male,Consumer,2023-05-20,10:19:56,Retail Store
T02009299,O0109299,C00614,Nora Baker,33.0,Female,Small Business,2023-06-09,17:01:59,Retail Store
T02011227,O0105613,C01049,Jack Anderson,51.0,Female,Returning Customer,2022-06-09,18:33:23,Online
T02016657,O0116657,C01490,Max Martin,21.0,Male,Consumer,2023-02-14,13:19:43,Online
T02015907,O0115907,C03068,Arthur Clark,55.0,Male,Consumer,2025-02-15,11:04:31,Retail Store
T02005242,O0105242,C03259,James Anderson,30.0,Female,Consumer,2024-12-26,08:15:01,Retail Store
T02016699,O0116699,C01061,Freya Lewis,23.0,Male,Consumer,2022-04-29,14:56:23,Online
T02011447,O0111447,C03107,Thomas Young,53.0,Female,Corporate,2023-07-12,15:12:04,B2B Portal
T02004089,O0104089,C01153,Emily White,26.0,Female,Small Business,2025-06-20,11:34:44,Phone Order
T02006741,O0103370,C03829,Freya Brown,58.0,Female,New Customer,2022-05-09,14:55:45,Retail Store
T02013334,O0113334,C05431,Freya Thompson,33.0,Female,Returning Customer,2023-05-12,18:08:35,Online
T02004000,O0102000,C04508,Benjamin Davis,44.0,Female,Premium,2024-07-12,12:51:56,B2B Portal
T02009403,O0109403,C01416,James Thompson,40.0,Male,Premium,2024-06-19,18:25:05,Online
T02000069,O0100069,C00171,Evelyn Green,27.0,Female,New Customer,2022-11-19,16:06:53,Online
T02006174,O0103087,C03367,Alexander Hall,39.0,Female,Returning Customer,2023-01-23,11:34:39,Online
T02016806,O0116806,C01466,Nora Thompson,49.0,Female,Small Business,2024-02-17,14:37:22,Online
T02013600,O0113600,C01104,Evelyn Thomas,33.0,Female,Small Business,2022-06-09,15:52:24,Retail Store
T02017447,O0108723,C04563,William Brown,35.0,Male,New Customer,2022-03-16,09:39:01,B2B Portal
T02017558,O0117558,C03450,Oscar Williams,33.0,Female,Small Business,2022-03-05,15:36:35,Retail Store
T02016906,O0116906,C03944,Henry Brown,38.0,Male,New Customer,2022-04-26,07:22:07,Online
T02008925,O0108925,C02589,Aria Davis,40.0,Female,Corporate,2023-09-06,20:57:29,Online
T02016331,O0116331,C00711,Jack Smith,49.0,Male,Consumer,2024-06-26,14:58:14,Retail Store
T02000996,O0100996,C03629,Noah Scott,36.0,Male,Consumer,2025-05-13,16:01:49,Online
T02013104,O0113104,C02051,Isla Moore,42.0,Female,Returning Customer,2023-10-11,12:45:27,Retail Store
T02009147,O0104573,C03413,Amelia Jackson,44.0,Male,Corporate,2025-02-27,14:53:42,Online
T02001270,O0101270,C00892,Hannah Brown,31.0,Male,Consumer,2023-09-23,12:36:06,Retail Store
T02003906,O0101953,C01938,Emily Jackson,47.0,Male,Premium,2022-08-10,13:02:26,Online
T02013269,O0113269,C00319,George Smith,23.0,Female,Consumer,2023-04-13,12:45:17,Retail Store
T02008540,O0104270,C02468,Michael Lewis,24.0,Female,Corporate,2023-01-03,19:26:38,Retail Store
T02003569,O0103569,C00245,Lucas Anderson,23.0,Male,Returning Customer,2024-04-23,17:06:20,Retail Store
T02012127,O0112127,C01752,Ava Davis,21.0,Non-binary,Premium,2023-07-09,12:17:25,Retail Store
T02005062,O0105062,C03003,Emily Taylor,58.0,Male,Small Business,2023-12-07,16:57:20,Retail Store
T02012695,O0112695,C03641,Mia Taylor,34.0,Male,Consumer,2025-03-23,16:27:09,Retail Store
T02000921,O0100921,C04082,James Brown,36.0,Female,Small Business,2025-11-02,18:49:45,Online
T02007629,O0107629,C02360,Leo White,65.0,Male,Small Business,2024-11-08,20:53:22,Online
T02002916,O0102916,C04904,Sophie Jackson,39.0,Female,Small Business,2024-12-02,17:47:30,Retail Store
T02015889,O0115889,C03048,George Young,45.0,Female,Consumer,2025-06-13,20:38:11,Online
T02016481,O0116481,C03248,Alexander Clark,46.0,Female,Consumer,2025-09-08,14:57:13,Online
T02009757,O0109757,C04956,Liam Wright,36.0,Female,New Customer,2022-07-26,13:48:26,Retail Store
T02014031,O0107015,C00026,Oscar White,26.0,Female,Small Business,2023-07-14,14:56:21,B2B Portal
T02002469,O0102469,C03539,Jack Wilson,50.0,Female,Small Business,2023-12-20,17:21:13,B2B Portal
T02003099,O0103099,C04719,Amelia Nelson,45.0,Male,Consumer,2022-06-03,21:46:38,Online
T02016985,O0116985,C02586,Samuel Taylor,36.0,Female,Consumer,2025-12-22,20:25:19,Online
T02008016,O0108016,C02698,Henry Young,38.0,Non-binary,Small Business,2025-03-14,19:18:21,Online
T02008755,O0108755,C03201,Chloe Clark,18.0,Female,Consumer,2024-05-19,20:20:56,Online
T02015028,O0115028,C00334,Evelyn Scott,34.0,Female,New Customer,2022-03-18,13:59:17,Online
T02014702,O0114702,C02111,Nora Jackson,41.0,Male,Small Business,2024-02-18,07:48:20,Online
T02000170,O0100170,C00924,Benjamin Wilson,50.0,Female,Consumer,2023-08-05,12:17:41,Retail Store
T02004035,O0104035,C00802,Thomas Wilson,22.0,Male,Consumer,2022-08-11,15:43:29,Online
T02005846,O0102923,C00215,Emma Thomas,,Male,Small Business,2022-04-04,09:42:21,Online
T02011439,O0111439,C02928,Lily Johnson,39.0,,New Customer,2022-09-10,20:09:23,Online
T02000156,O0100156,C04865,Nora Williams,28.0,Female,Premium,2023-07-21,11:49:07,Online
T02007394,O0107394,C05421,Alexander Wilson,37.0,Female,Corporate,2023-02-12,18:07:19,B2B Portal
T02009334,O0104667,C01132,Freya Green,34.0,Male,Consumer,2023-08-13,08:40:00,Retail Store
T02007598,O0103799,C04922,Isla White,46.0,Female,Consumer,2025-01-26,13:24:19,Retail Store
T02011316,O0111316,C00747,George Smith,30.0,Male,Returning Customer,2025-05-28,23:19:23,Online
T02001404,O0100702,C04651,Lily Harris,46.0,Female,Consumer,2025-07-17,23:41:07,Online
T02008520,O0104260,C02098,Ella Harris,29.0,Female,New Customer,2022-05-28,08:55:05,Retail Store
T02005347,O0105347,C01448,Sophie Taylor,31.0,Male,Premium,2023-04-11,09:24:30,B2B Portal
T02016271,O0116271,C00101,Theo King,21.0,Female,Small Business,2023-04-16,13:37:10,Retail Store
T02002440,O0101220,C02746,Maya Moore,53.0,Female,Consumer,2023-01-30,13:49:05,Retail Store
T02010550,O0105275,C00362,Daniel Hall,34.0,Male,Returning Customer,2025-08-11,19:53:56,Online
T02014579,O0107289,C04725,Amelia Nelson,52.0,Female,Consumer,2023-08-06,16:39:22,Online
T02003774,O0101887,C04568,Thomas Taylor,57.0,Female,Consumer,2023-06-25,20:52:19,Online
T02016802,O0116802,C04852,Daniel Walker,36.0,Male,Premium,2025-09-03,21:02:56,Online
T02005713,O0102856,C00658,Arthur Jackson,48.0,Female,Consumer,2024-06-24,17:29:12,Retail Store
T02013724,O0106862,C04974,Alexander Anderson,58.0,Male,Consumer,2023-02-09,19:09:56,Online
T02002737,O0102737,C00121,Noah Wilson,42.0,Male,Small Business,2023-08-29,18:31:12,Retail Store
T02002984,O0102984,C02538,Ava Hall,31.0,Male,Corporate,2024-10-26,19:09:00,Retail Store
T02008876,O0104438,C02128,Benjamin Clark,48.0,Male,Returning Customer,2024-12-10,11:46:02,Phone Order
T02005122,O0102561,C00399,Arthur Martin,46.0,Male,Small Business,2022-11-17,20:17:36,Online
T02015046,O0115046,C01532,Lily Allen,22.0,Female,Consumer,2022-02-18,08:29:54,Phone Order
T02001438,O0100719,C01441,Arthur Young,36.0,Male,New Customer,2022-07-26,13:34:31,B2B Portal
T02008788,O0108788,C03238,Isla Wright,47.0,Male,Consumer,2025-10-10,11:31:17,Retail Store
T02001178,O0101178,C03413,Amelia Jackson,44.0,Male,Corporate,2025-05-26,12:15:19,Online
T02002682,O0101341,C03960,Emma Baker,48.0,Non-binary,Consumer,2025-07-10,12:21:40,Online
T02007864,O0107864,C02658,Jack Hall,57.0,Male,Consumer,2022-03-16,12:00:40,Online
T02007297,O0103648,C05562,Nora King,36.0,Male,New Customer,2022-12-03,12:20:25,Phone Order
T02008029,O0108029,C03732,Noah Thomas,40.0,Female,Returning Customer,2023-05-29,17:17:23,Online
T02010212,O0110212,C04073,David King,44.0,,Consumer,2025-08-28,17:26:31,Retail Store
T02003570,O0103570,C01263,Grace Davis,30.0,,Corporate,2025-06-11,14:03:20,Online
T02009809,O0109809,C03490,David Thomas,47.0,Female,Consumer,2024-12-25,20:18:46,Online
T02015376,O0107688,C00973,James Moore,57.0,Male,Returning Customer,2023-03-07,09:17:40,Retail Store
T02012015,O0112015,C04928,Alexander Davis,38.0,Male,New Customer,2022-10-16,22:05:03,Online
T02008006,O0108006,C00028,Michael Thompson,18.0,Male,Small Business,2023-04-11,17:33:07,Online
T02004346,O0104346,C04013,Daniel Smith,36.0,Female,Consumer,2025-02-27,14:41:06,B2B Portal
T02014756,O0107378,C00837,Chloe Wright,33.0,Female,Premium,2025-03-31,12:20:36,B2B Portal
T02012739,O0112739,C04210,Thomas Anderson,22.0,Female,Consumer,2023-12-11,18:44:45,Retail Store
T02000782,O0100782,C05156,Olivia Jackson,63.0,Female,Small Business,2024-12-31,17:58:07,Online
T02011867,O0105933,C01687,Emily Jackson,46.0,Male,Corporate,2025-12-11,12:16:13,Retail Store
T02010297,O0105148,C03347,Isla Williams,24.0,Male,Corporate,2025-06-13,18:51:04,Retail Store
T02002060,O0102060,C00269,Charlotte Williams,48.0,Male,Corporate,2023-08-17,13:49:09,Phone Order
T02001570,O0101570,C03882,Thomas White,28.0,Male,Consumer,2024-06-22,12:12:59,Retail Store
T02012323,O0112323,C05377,Max Clark,30.0,Female,Small Business,2025-01-29,10:19:07,Retail Store
T02013146,O0113146,C03718,Chloe Thomas,51.0,Male,Consumer,2024-12-09,18:04:36,Retail Store
T02006432,O0106432,C01370,Sophia Anderson,36.0,Male,Consumer,2023-04-14,17:06:51,Online
T02003164,O0103164,C04928,Alexander Davis,38.0,Male,Small Business,2023-07-25,09:37:04,B2B Portal
T02000357,O0100357,C00945,Amelia Green,25.0,Female,Small Business,2023-02-13,15:40:11,Online
T02004084,O0102042,C01276,Freya Davis,44.0,Female,Corporate,2025-12-14,20:34:44,Online
T02009863,O0104931,C05484,Amelia Moore,37.0,Male,New Customer,2022-11-15,16:12:34,B2B Portal
T02001584,O0101584,C01088,Chloe Walker,29.0,Male,Small Business,2024-12-14,10:09:57,Retail Store
T02005042,O0105042,C01999,Freya Green,23.0,Male,Consumer,2022-07-06,18:05:51,Online
T02008393,O0104196,C00183,Hannah Williams,46.0,FEMALE,Corporate,2023-12-11,15:14:10,Online
T02007359,O0107359,C01948,George Martin,21.0,Female,Consumer,2024-07-20,10:27:11,Phone Order
T02010643,O0110643,C05207,Chloe King,50.0,Female,Premium,2024-12-13,18:26:27,Online
T02008175,O0108175,C05510,Samuel Walker,37.0,Female,Premium,2024-01-11,15:25:02,Online
T02007820,O0107820,C05042,George Young,18.0,Female,Corporate,2025-08-30,15:17:42,Online
T02015851,O0115851,C02970,Nora Baker,23.0,Male,New Customer,2022-12-23,10:34:40,Retail Store
T02012862,O0112862,C03938,Leo Walker,35.0,Non-binary,New Customer,2022-02-14,18:09:06,Online
T02001112,O0101112,C00161,Emily Lewis,47.0,Female,Small Business,2022-04-24,09:43:45,Online
T02017289,O0117289,C04069,Emma Wilson,43.0,Female,Consumer,2025-05-24,15:46:43,Retail Store
T02004694,O0102347,C02413,Noah Davis,46.0,Male,Consumer,2022-12-30,07:38:01,Online
T02014482,O0114482,C00425,Ava Lewis,60.0,Female,Premium,2024-10-28,18:01:02,Online
T02008463,O0104231,C02901,Chloe King,31.0,Female,Small Business,2023-01-09,11:59:33,Phone Order
T02006073,O0106073,C03945,Emma Williams,19.0,Male,New Customer,2022-06-01,12:08:27,Retail Store
T02007719,O0107719,C02132,Mia Allen,26.0,Male,Consumer,2022-11-10,12:36:21,Retail Store
T02014152,O0114152,C03892,Liam Hall,35.0,Male,Corporate,2025-02-26,13:28:35,B2B Portal
T02014200,O0114200,C00546,Liam Thomas,40.0,Female,Consumer,2025-02-28,20:57:45,Online
T02009815,O0109815,C02550,Michael Thomas,40.0,Female,Consumer,2024-05-26,16:34:39,Retail Store
T02005892,O0102946,C01966,Lily Anderson,43.0,Male,Returning Customer,2023-01-27,18:37:25,Online
T02001896,O0101896,C05234,Samuel Walker,48.0,Male,Consumer,2022-02-03,14:39:07,B2B Portal
T02012426,O0112426,C01872,Hannah Jackson,50.0,Female,Returning Customer,2024-11-05,16:30:34,Online
T02014679,O0114679,C00865,Hannah Baker,36.0,Female,Consumer,2022-05-04,21:05:17,Online
T02006557,O0106557,C04756,Henry White,42.0,Male,New Customer,2022-12-04,17:14:32,Retail Store
T02009204,O0104602,C04359,Alexander Thomas,41.0,Female,Small Business,2025-02-10,17:17:32,Retail Store
T02010256,O0105128,C00778,Oscar Allen,47.0,Male,Small Business,2025-02-16,17:14:22,Phone Order
T02015914,O0115914,C05054,Amelia King,47.0,Male,Returning Customer,2025-02-01,12:21:00,B2B Portal
T02000768,O0100384,C03114,Max Green,50.0,Male,Returning Customer,2024-12-04,13:38:44,Retail Store
T02008672,O0108672,C01431,Evelyn Smith,34.0,Male,Consumer,2025-10-26,11:47:51,Online
T02007570,O0107570,C03253,Hannah White,40.0,Female,Consumer,2024-05-23,13:12:20,Phone Order
T02012805,O0112805,C00120,Arthur Miller,53.0,Male,Consumer,2025-12-08,18:20:11,Phone Order
T02008717,O0104358,C05018,Thomas Jones,23.0,Female,Small Business,2025-08-30,16:37:06,Retail Store
T02017079,O0117079,C04172,Sophie King,37.0,Female,Consumer,2023-11-10,20:17:12,Online
T02004698,O0102349,C02644,Grace Jones,41.0,Male,Consumer,2023-04-12,16:52:17,Retail Store
T02008957,O0108957,C01011,Hannah Clark,43.0,Male,Consumer,2025-08-06,20:17:24,Online
T02010163,O0105081,C02398,Lucas Hall,30.0,Female,Corporate,2022-11-12,12:12:16,Retail Store
T02009000,O0109000,C02465,Benjamin Moore,36.0,Female,Corporate,2025-11-30,09:07:49,Retail Store
T02009436,O0109436,C05097,Benjamin Jones,55.0,Female,Small Business,2023-10-13,22:57:17,Online
T02012830,O0112830,C00603,Sophie Wright,43.0,Male,New Customer,2022-11-23,12:05:36,Retail Store
T02002389,O0102389,C01473,Nora Green,,Female,Returning Customer,2023-07-12,22:44:52,Online
T02006530,O0106530,C03570,Freya Nelson,37.0,Female,Returning Customer,2022-10-26,13:44:50,Retail Store
T02008151,O0108151,C04289,Arthur Nelson,36.0,Male,Returning Customer,2023-04-27,18:56:57,Retail Store
T02001505,O0101505,C00783,Thomas King,53.0,Female,Corporate,2022-04-04,15:56:59,Retail Store
T02012341,O0112341,C00475,Mia Wilson,30.0,Female,Corporate,2024-09-18,17:53:24,Online
T02016539,O0108269,C03107,Thomas Young,53.0,Female,Returning Customer,2025-06-17,15:05:38,Retail Store
T02017116,O0117116,C03613,Nora Allen,35.0,Male,Small Business,2023-05-05,19:56:00,Online
T02005764,O0105764,C02551,Noah Walker,34.0,Non-binary,Consumer,2022-10-29,14:53:00,Retail Store
T02009662,O0104831,C03650,Benjamin Moore,47.0,Female,Consumer,2022-01-11,18:00:06,Online
T02014318,O0114318,C01152,Isla White,25.0,Female,New Customer,2022-01-23,17:31:50,Retail Store
T02011420,O0111420,C04625,Olivia Brown,42.0,Female,Small Business,2025-05-21,10:39:01,Retail Store
T02000747,O0100747,C04090,William Thompson,33.0,Male,Consumer,2024-08-29,14:52:53,Retail Store
T02004182,O0104182,C05182,Ella Scott,32.0,Female,Consumer,2025-08-21,10:05:46,Online
T02009362,O0104681,C00612,Henry Allen,48.0,Male,New Customer,2022-11-21,19:32:44,Retail Store
T02008423,O0104211,C02485,Oscar Smith,33.0,Female,Corporate,2022-06-28,11:15:08,Retail Store
T02012003,O0112003,C00864,Emma Young,56.0,Male,Corporate,2023-04-24,15:18:48,Retail Store
T02012025,O0112025,C00793,Emma King,24.0,Female,Small Business,2024-10-14,16:49:26,Online
T02002578,O0102578,C02024,Grace Williams,63.0,Female,Corporate,2022-11-14,16:46:47,Online
T02007523,O0103761,C03955,Thomas Young,37.0,Male,Consumer,2025-01-07,12:42:38,Phone Order
T02006562,O0106562,C03884,Jack Moore,39.0,Female,Consumer,2023-01-16,13:01:53,B2B Portal
T02007785,O0107785,C03384,Ava Anderson,61.0,Female,Consumer,2023-10-27,14:48:50,Phone Order
T02000455,O0100455,C04745,George Taylor,21.0,Male,Consumer,2024-07-16,13:51:07,Online
T02016719,O0116719,C00121,Noah Wilson,42.0,Male,Small Business,2024-07-02,13:57:16,Retail Store
T02016973,O0108486,C02953,William White,48.0,Male,Corporate,2024-12-26,14:18:37,Phone Order
T02007004,O0103502,C00242,Mia Jones,24.0,Male,Small Business,2025-06-24,14:47:29,Retail Store
T02014458,O0114458,C04087,Theo Green,31.0,Female,Consumer,2024-09-16,21:13:01,Online
T02005365,O0105365,C03216,Aria Jackson,50.0,Male,Consumer,2023-09-29,11:53:40,Retail Store
T02004005,O0104005,C01798,Ella Adams,32.0,Male,Consumer,2023-11-30,19:43:51,Online
T02017934,O0108967,C00970,Amelia Walker,38.0,Male,Small Business,2025-06-11,19:08:28,Retail Store
T02001380,O0101380,C04681,Emma Martin,27.0,Female,Corporate,2023-12-26,12:17:13,Online
T02013959,O0113959,C00707,Emily Anderson,39.0,Male,Consumer,2022-12-05,22:37:07,Online
T02007436,O0107436,C00336,Sophie Lewis,23.0,Male,Consumer,2023-06-08,09:48:58,Phone Order
T02013084,O0106542,C01011,Hannah Clark,43.0,Male,Consumer,2024-06-08,14:21:08,Retail Store
T02014647,O0114647,C05382,Arthur Martin,30.0,Female,Small Business,2024-09-16,18:08:44,B2B Portal
T02006920,O0103460,C00200,Isla Wilson,41.0,Male,Consumer,2024-05-29,11:49:02,Retail Store
T02000579,O0100579,C03906,Henry Brown,39.0,Male,Consumer,2025-03-04,14:32:43,B2B Portal
T02011774,O0105887,C05083,William Johnson,42.0,Male,Consumer,2025-09-05,22:05:59,Online
T02008918,O0108918,C02700,Freya Wilson,50.0,Female,Premium,2025-02-28,14:26:05,Retail Store
T02001291,O0101291,C04206,Mia Williams,37.0,Female,Small Business,2025-02-22,12:26:40,Retail Store
T02003279,O0101639,C01917,Amelia Baker,34.0,Female,Small Business,2024-05-23,20:02:58,Online
T02003725,O0103725,C04367,Thomas Anderson,48.0,Male,Corporate,2022-12-28,12:58:13,Retail Store
T02007420,O0107420,C03993,William Hall,60.0,Female,Consumer,2025-08-20,15:18:04,B2B Portal
T02005021,O0105021,C03323,Samuel Adams,40.0,Male,Small Business,2024-09-06,10:36:00,Retail Store
T02011806,O0111806,C03294,Oscar Baker,24.0,Female,Corporate,2022-09-01,18:36:51,Online
